DateTime, Date, Time, Water Level, Sigma
2015-01-22 05:48,2015-01-22,05:48,-0.982,L 
2015-01-22 12:06,2015-01-22,12:06,11.885,HH
2015-01-22 18:24,2015-01-22,18:24,-1.694,LL
2015-01-23 00:42,2015-01-23,00:42,10.658,H 
2015-01-23 06:42,2015-01-23,06:42,-1.081,L 
2015-01-23 12:54,2015-01-23,12:54,11.285,HH
2015-01-23 19:12,2015-01-23,19:12,-1.688,LL
2015-01-24 01:24,2015-01-24,01:24,10.612,H 
2015-01-24 07:36,2015-01-24,07:36,-1.045,L 
2015-01-24 14:00,2015-01-24,14:00,11.524,HH
2015-01-24 20:12,2015-01-24,20:12,-0.352,L 
2015-01-25 02:06,2015-01-25,02:06,11.019,H 
2015-01-25 08:30,2015-01-25,08:30,-0.602,LL
2015-01-25 14:36,2015-01-25,14:36,9.388,H 
2015-01-25 21:00,2015-01-25,21:00,-1.484,LL
2015-01-26 03:24,2015-01-26,03:24,9.923,HH
2015-01-26 09:36,2015-01-26,09:36,-0.175,L 
2015-01-26 15:54,2015-01-26,15:54,9.543,H 
2015-01-26 21:42,2015-01-26,21:42,0.045,LL
2015-01-27 04:24,2015-01-27,04:24,12.233,HH
2015-01-27 10:24,2015-01-27,10:24,3.155,L 
2015-01-27 16:42,2015-01-27,16:42,10.248,HH
2015-01-27 23:00,2015-01-27,23:00,1.429,L 
2015-01-28 05:06,2015-01-28,05:06,9.661,H 
2015-01-28 11:48,2015-01-28,11:48,0.320,LL
2015-01-28 18:00,2015-01-28,18:00,8.713,H 
2015-01-28 23:48,2015-01-28,23:48,1.114,L 
2015-01-29 06:12,2015-01-29,06:12,9.569,HH
2015-01-29 12:24,2015-01-29,12:24,0.530,LL
2015-01-29 19:00,2015-01-29,19:00,9.169,H 
2015-01-30 00:54,2015-01-30,00:54,1.078,L 
2015-01-30 07:24,2015-01-30,07:24,10.304,HH
2015-01-30 13:48,2015-01-30,13:48,0.560,LL
2015-01-30 20:12,2015-01-30,20:12,9.359,H 
2015-01-31 02:06,2015-01-31,02:06,1.176,L 
2015-01-31 08:24,2015-01-31,08:24,9.700,HH
2015-01-31 15:00,2015-01-31,15:00,-0.205,LL
2015-01-31 20:54,2015-01-31,20:54,8.060,H 
2015-02-01 03:00,2015-02-01,03:00,0.839,L 
2015-02-01 09:12,2015-02-01,09:12,9.342,HH
2015-02-01 15:42,2015-02-01,15:42,-0.329,LL
2015-02-01 21:36,2015-02-01,21:36,8.096,H 
2015-02-02 03:30,2015-02-02,03:30,0.294,LL
2015-02-02 10:06,2015-02-02,10:06,10.340,HH
2015-02-02 16:12,2015-02-02,16:12,0.855,L 
2015-02-02 22:06,2015-02-02,22:06,9.303,H 
2015-02-03 04:48,2015-02-03,04:48,0.153,L 
2015-02-03 10:30,2015-02-03,10:30,9.867,HH
2015-02-03 16:54,2015-02-03,16:54,-0.490,LL
2015-02-03 23:06,2015-02-03,23:06,8.306,H 
2015-02-04 05:00,2015-02-04,05:00,0.405,L 
2015-02-04 11:06,2015-02-04,11:06,9.648,HH
2015-02-04 17:30,2015-02-04,17:30,-0.684,LL
2015-02-04 23:24,2015-02-04,23:24,8.968,H 
2015-02-05 05:42,2015-02-05,05:42,0.944,L 
2015-02-05 11:48,2015-02-05,11:48,10.035,HH
2015-02-05 18:06,2015-02-05,18:06,-0.815,LL
2015-02-06 00:30,2015-02-06,00:30,8.758,H 
2015-02-06 06:24,2015-02-06,06:24,0.314,L 
2015-02-06 12:36,2015-02-06,12:36,9.611,HH
2015-02-06 18:48,2015-02-06,18:48,0.012,LL
2015-02-07 00:54,2015-02-07,00:54,8.795,H 
2015-02-07 06:54,2015-02-07,06:54,0.484,L 
2015-02-07 13:06,2015-02-07,13:06,9.379,HH
2015-02-07 19:12,2015-02-07,19:12,0.356,LL
2015-02-08 01:36,2015-02-08,01:36,9.237,H 
2015-02-08 07:36,2015-02-08,07:36,0.822,L 
2015-02-08 14:00,2015-02-08,14:00,9.470,HH
2015-02-08 19:48,2015-02-08,19:48,0.701,LL
2015-02-09 02:06,2015-02-09,02:06,9.677,HH
2015-02-09 08:18,2015-02-09,08:18,1.413,LL
2015-02-09 14:18,2015-02-09,14:18,9.598,H 
2015-02-09 20:24,2015-02-09,20:24,1.619,L 
2015-02-10 02:42,2015-02-10,02:42,9.549,HH
2015-02-10 08:54,2015-02-10,08:54,1.377,L 
2015-02-10 15:12,2015-02-10,15:12,8.795,H 
2015-02-10 21:18,2015-02-10,21:18,1.373,LL
2015-02-11 03:24,2015-02-11,03:24,9.362,HH
2015-02-11 09:30,2015-02-11,09:30,1.816,LL
2015-02-11 16:30,2015-02-11,16:30,9.028,H 
2015-02-11 21:48,2015-02-11,21:48,2.374,L 
2015-02-12 04:24,2015-02-12,04:24,10.199,HH
2015-02-12 10:36,2015-02-12,10:36,2.243,L 
2015-02-12 16:54,2015-02-12,16:54,9.136,H 
2015-02-12 23:00,2015-02-12,23:00,2.233,LL
2015-02-13 04:54,2015-02-13,04:54,9.320,HH
2015-02-13 11:48,2015-02-13,11:48,0.839,LL
2015-02-13 17:54,2015-02-13,17:54,8.145,H 
2015-02-13 23:42,2015-02-13,23:42,1.452,L 
2015-02-14 06:12,2015-02-14,06:12,9.877,HH
2015-02-14 12:48,2015-02-14,12:48,0.688,LL
2015-02-14 19:00,2015-02-14,19:00,8.660,H 
2015-02-15 00:54,2015-02-15,00:54,1.767,L 
2015-02-15 07:18,2015-02-15,07:18,11.236,HH
2015-02-15 13:54,2015-02-15,13:54,0.619,L 
2015-02-15 19:48,2015-02-15,19:48,8.634,H 
2015-02-16 02:00,2015-02-16,02:00,0.002,LL
2015-02-16 08:12,2015-02-16,08:12,8.637,HH
2015-02-16 14:36,2015-02-16,14:36,-1.219,LL
2015-02-16 20:54,2015-02-16,20:54,8.368,H 
2015-02-17 02:42,2015-02-17,02:42,-0.172,L 
2015-02-17 08:54,2015-02-17,08:54,10.599,HH
2015-02-17 15:18,2015-02-17,15:18,-0.546,LL
2015-02-17 21:36,2015-02-17,21:36,10.527,H 
2015-02-18 03:42,2015-02-18,03:42,-0.484,L 
2015-02-18 10:06,2015-02-18,10:06,11.852,HH
2015-02-18 16:06,2015-02-18,16:06,-1.307,LL
2015-02-18 22:30,2015-02-18,22:30,11.669,H 
2015-02-19 04:36,2015-02-19,04:36,-0.818,L 
2015-02-19 10:48,2015-02-19,10:48,12.335,HH
2015-02-19 17:00,2015-02-19,17:00,-1.579,L 
2015-02-19 23:30,2015-02-19,23:30,11.127,H 
2015-02-20 05:36,2015-02-20,05:36,-1.832,LL
2015-02-20 11:42,2015-02-20,11:42,10.891,HH
2015-02-20 18:06,2015-02-20,18:06,-2.902,LL
2015-02-21 00:18,2015-02-21,00:18,10.068,H 
2015-02-21 06:24,2015-02-21,06:24,-2.229,L 
2015-02-21 12:36,2015-02-21,12:36,10.494,H 
2015-02-21 18:48,2015-02-21,18:48,-2.173,LL
2015-02-22 01:06,2015-02-22,01:06,10.763,HH
2015-02-22 07:12,2015-02-22,07:12,-2.055,L 
2015-02-22 13:30,2015-02-22,13:30,10.497,H 
2015-02-22 19:30,2015-02-22,19:30,-1.494,L 
2015-02-23 01:54,2015-02-23,01:54,10.806,HH
2015-02-23 08:18,2015-02-23,08:18,-1.855,LL
2015-02-23 14:18,2015-02-23,14:18,9.388,H 
2015-02-23 20:36,2015-02-23,20:36,-1.714,LL
2015-02-24 02:54,2015-02-24,02:54,9.585,HH
2015-02-24 09:06,2015-02-24,09:06,-0.730,L 
2015-02-24 15:24,2015-02-24,15:24,9.457,H 
2015-02-24 21:18,2015-02-24,21:18,-0.083,L 
2015-02-25 03:48,2015-02-25,03:48,10.307,HH
2015-02-25 10:12,2015-02-25,10:12,-0.116,LL
2015-02-25 16:36,2015-02-25,16:36,9.096,H 
2015-02-25 22:24,2015-02-25,22:24,0.491,L 
2015-02-26 04:48,2015-02-26,04:48,9.621,HH
2015-02-26 11:00,2015-02-26,11:00,-0.293,LL
2015-02-26 17:48,2015-02-26,17:48,8.339,H 
2015-02-26 23:36,2015-02-26,23:36,0.970,L 
2015-02-27 05:48,2015-02-27,05:48,9.106,HH
2015-02-27 12:18,2015-02-27,12:18,0.163,LL
2015-02-27 18:30,2015-02-27,18:30,8.335,H 
2015-02-28 00:36,2015-02-28,00:36,0.550,L 
2015-02-28 07:06,2015-02-28,07:06,8.549,HH
2015-02-28 13:18,2015-02-28,13:18,-0.415,LL
2015-02-28 19:42,2015-02-28,19:42,7.577,H 
2015-03-01 01:42,2015-03-01,01:42,0.346,L 
2015-03-01 08:00,2015-03-01,08:00,8.676,HH
2015-03-01 14:18,2015-03-01,14:18,-0.077,LL
2015-03-01 20:48,2015-03-01,20:48,8.020,H 
2015-03-02 02:30,2015-03-02,02:30,0.802,L 
2015-03-02 08:54,2015-03-02,08:54,9.136,HH
2015-03-02 15:24,2015-03-02,15:24,-0.326,LL
2015-03-02 21:48,2015-03-02,21:48,7.548,H 
2015-03-03 03:18,2015-03-03,03:18,-0.024,L 
2015-03-03 09:42,2015-03-03,09:42,8.644,HH
2015-03-03 16:00,2015-03-03,16:00,-0.192,LL
2015-03-03 22:06,2015-03-03,22:06,8.670,H 
2015-03-04 04:00,2015-03-04,04:00,0.894,L 
2015-03-04 10:18,2015-03-04,10:18,9.359,HH
2015-03-04 16:30,2015-03-04,16:30,0.337,LL
2015-03-04 22:30,2015-03-04,22:30,9.251,HH
2015-03-05 05:00,2015-03-05,05:00,-0.123,L 
2015-03-05 10:42,2015-03-05,10:42,8.962,H 
2015-03-05 17:00,2015-03-05,17:00,-0.576,LL
2015-03-05 23:30,2015-03-05,23:30,8.995,H 
2015-03-06 05:24,2015-03-06,05:24,-0.024,L 
2015-03-06 11:30,2015-03-06,11:30,9.428,HH
2015-03-06 17:42,2015-03-06,17:42,-0.431,LL
2015-03-06 23:48,2015-03-06,23:48,8.808,H 
2015-03-07 05:54,2015-03-07,05:54,-0.257,LL
2015-03-07 12:00,2015-03-07,12:00,9.192,HH
2015-03-07 18:12,2015-03-07,18:12,-0.136,L 
2015-03-08 00:18,2015-03-08,00:18,9.008,H 
2015-03-08 07:24,2015-03-08,07:24,-0.051,LL
2015-03-08 13:42,2015-03-08,13:42,9.320,HH
2015-03-08 19:48,2015-03-08,19:48,0.120,L 
2015-03-09 02:06,2015-03-09,02:06,9.254,HH
2015-03-09 08:06,2015-03-09,08:06,0.100,LL
2015-03-09 14:18,2015-03-09,14:18,8.906,H 
2015-03-09 20:24,2015-03-09,20:24,0.110,L 
2015-03-10 02:36,2015-03-10,02:36,9.152,HH
2015-03-10 08:42,2015-03-10,08:42,-0.077,LL
2015-03-10 15:00,2015-03-10,15:00,8.545,H 
2015-03-10 21:00,2015-03-10,21:00,0.602,L 
2015-03-11 03:12,2015-03-11,03:12,9.382,HH
2015-03-11 09:24,2015-03-11,09:24,0.409,LL
2015-03-11 15:48,2015-03-11,15:48,8.558,H 
2015-03-11 21:30,2015-03-11,21:30,0.734,L 
2015-03-12 03:36,2015-03-12,03:36,9.287,HH
2015-03-12 10:24,2015-03-12,10:24,-0.451,LL
2015-03-12 16:24,2015-03-12,16:24,7.709,H 
2015-03-12 22:30,2015-03-12,22:30,0.317,L 
2015-03-13 05:12,2015-03-13,05:12,8.302,HH
2015-03-13 11:00,2015-03-13,11:00,0.461,LL
2015-03-13 17:18,2015-03-13,17:18,8.076,H 
2015-03-13 23:30,2015-03-13,23:30,0.884,L 
2015-03-14 05:48,2015-03-14,05:48,8.877,HH
2015-03-14 11:54,2015-03-14,11:54,0.363,LL
2015-03-14 18:48,2015-03-14,18:48,8.634,H 
2015-03-15 00:24,2015-03-15,00:24,1.885,L 
2015-03-15 06:42,2015-03-15,06:42,10.156,HH
2015-03-15 13:18,2015-03-15,13:18,0.822,LL
2015-03-15 19:18,2015-03-15,19:18,8.785,H 
2015-03-16 01:24,2015-03-16,01:24,0.924,L 
2015-03-16 07:48,2015-03-16,07:48,9.726,H 
2015-03-16 14:12,2015-03-16,14:12,0.514,LL
2015-03-16 20:30,2015-03-16,20:30,9.743,HH
2015-03-17 02:36,2015-03-17,02:36,0.875,L 
2015-03-17 08:48,2015-03-17,08:48,10.697,HH
2015-03-17 15:12,2015-03-17,15:12,0.048,L 
2015-03-17 21:18,2015-03-17,21:18,9.815,H 
2015-03-18 03:42,2015-03-18,03:42,-1.081,LL
2015-03-18 09:42,2015-03-18,09:42,9.995,HH
2015-03-18 16:12,2015-03-18,16:12,-1.707,LL
2015-03-18 22:18,2015-03-18,22:18,9.657,H 
2015-03-19 04:18,2015-03-19,04:18,-1.130,L 
2015-03-19 10:42,2015-03-19,10:42,10.369,H 
2015-03-19 16:54,2015-03-19,16:54,-1.835,LL
2015-03-19 23:06,2015-03-19,23:06,10.609,HH
2015-03-20 05:18,2015-03-20,05:18,-1.586,L 
2015-03-20 11:36,2015-03-20,11:36,11.029,H 
2015-03-20 17:42,2015-03-20,17:42,-2.029,LL
2015-03-21 00:00,2015-03-21,00:00,11.268,HH
2015-03-21 06:06,2015-03-21,06:06,-1.908,L 
2015-03-21 12:24,2015-03-21,12:24,11.495,H 
2015-03-21 18:30,2015-03-21,18:30,-1.442,L 
2015-03-22 00:48,2015-03-22,00:48,12.003,HH
2015-03-22 07:06,2015-03-22,07:06,-2.242,LL
2015-03-22 13:18,2015-03-22,13:18,10.123,HH
2015-03-22 19:30,2015-03-22,19:30,-2.528,L 
2015-03-23 01:42,2015-03-23,01:42,9.710,H 
2015-03-23 07:54,2015-03-23,07:54,-2.574,LL
2015-03-23 14:06,2015-03-23,14:06,9.694,H 
2015-03-23 20:18,2015-03-23,20:18,-1.488,LL
2015-03-24 02:30,2015-03-24,02:30,10.248,HH
2015-03-24 08:48,2015-03-24,08:48,-1.245,L 
2015-03-24 15:00,2015-03-24,15:00,9.966,H 
2015-03-24 21:06,2015-03-24,21:06,-0.723,L 
2015-03-25 03:24,2015-03-25,03:24,10.143,HH
2015-03-25 09:48,2015-03-25,09:48,-1.235,LL
2015-03-25 15:54,2015-03-25,15:54,9.041,H 
2015-03-25 22:06,2015-03-25,22:06,-0.310,LL
2015-03-26 04:18,2015-03-26,04:18,9.667,HH
2015-03-26 10:36,2015-03-26,10:36,-0.231,L 
2015-03-26 17:06,2015-03-26,17:06,8.850,H 
2015-03-26 23:06,2015-03-26,23:06,0.940,L 
2015-03-27 05:06,2015-03-27,05:06,9.539,HH
2015-03-27 11:36,2015-03-27,11:36,0.271,LL
2015-03-27 18:06,2015-03-27,18:06,8.929,H 
2015-03-28 00:00,2015-03-28,00:00,1.396,L 
2015-03-28 06:42,2015-03-28,06:42,9.628,HH
2015-03-28 12:24,2015-03-28,12:24,1.173,LL
2015-03-28 18:54,2015-03-28,18:54,8.909,HH
2015-03-29 01:06,2015-03-29,01:06,1.629,L 
2015-03-29 07:36,2015-03-29,07:36,8.893,H 
2015-03-29 14:00,2015-03-29,14:00,0.438,LL
2015-03-29 20:00,2015-03-29,20:00,8.230,H 
2015-03-30 02:06,2015-03-30,02:06,1.242,L 
2015-03-30 08:36,2015-03-30,08:36,8.886,HH
2015-03-30 14:48,2015-03-30,14:48,0.901,LL
2015-03-30 21:12,2015-03-30,21:12,8.837,H 
2015-03-31 03:00,2015-03-31,03:00,1.360,L 
2015-03-31 09:18,2015-03-31,09:18,9.064,HH
2015-03-31 15:30,2015-03-31,15:30,0.524,LL
2015-03-31 21:42,2015-03-31,21:42,8.798,H 
2015-04-01 03:54,2015-04-01,03:54,0.875,L 
2015-04-01 10:06,2015-04-01,10:06,9.080,HH
2015-04-01 16:06,2015-04-01,16:06,0.478,LL
2015-04-01 22:30,2015-04-01,22:30,8.781,H 
2015-04-02 04:30,2015-04-02,04:30,0.251,L 
2015-04-02 10:54,2015-04-02,10:54,8.988,HH
2015-04-02 16:54,2015-04-02,16:54,0.097,LL
2015-04-02 23:30,2015-04-02,23:30,9.024,H 
2015-04-03 05:18,2015-04-03,05:18,0.199,LL
2015-04-03 11:18,2015-04-03,11:18,9.290,HH
2015-04-03 17:36,2015-04-03,17:36,0.363,L 
2015-04-03 23:48,2015-04-03,23:48,9.585,H 
2015-04-04 06:00,2015-04-04,06:00,0.366,L 
2015-04-04 12:00,2015-04-04,12:00,9.720,HH
2015-04-04 18:00,2015-04-04,18:00,-0.070,LL
2015-04-05 00:18,2015-04-05,00:18,9.087,HH
2015-04-05 06:24,2015-04-05,06:24,-0.395,LL
2015-04-05 12:36,2015-04-05,12:36,8.657,H 
2015-04-05 18:30,2015-04-05,18:30,0.035,L 
2015-04-06 00:48,2015-04-06,00:48,9.680,HH
2015-04-06 06:54,2015-04-06,06:54,-0.638,LL
2015-04-06 13:06,2015-04-06,13:06,8.850,H 
2015-04-06 19:00,2015-04-06,19:00,0.507,L 
2015-04-07 01:18,2015-04-07,01:18,9.943,HH
2015-04-07 07:36,2015-04-07,07:36,-0.730,LL
2015-04-07 14:00,2015-04-07,14:00,8.604,H 
2015-04-07 19:48,2015-04-07,19:48,0.218,L 
2015-04-08 02:00,2015-04-08,02:00,9.700,HH
2015-04-08 08:18,2015-04-08,08:18,-0.510,LL
2015-04-08 14:30,2015-04-08,14:30,8.555,H 
2015-04-08 20:30,2015-04-08,20:30,0.192,L 
2015-04-09 02:36,2015-04-09,02:36,9.579,HH
2015-04-09 08:54,2015-04-09,08:54,0.117,LL
2015-04-09 15:18,2015-04-09,15:18,8.880,H 
2015-04-09 21:06,2015-04-09,21:06,0.789,L 
2015-04-10 03:30,2015-04-10,03:30,9.713,HH
2015-04-10 09:54,2015-04-10,09:54,0.143,LL
2015-04-10 16:00,2015-04-10,16:00,8.860,H 
2015-04-10 21:54,2015-04-10,21:54,1.039,L 
2015-04-11 04:18,2015-04-11,04:18,9.618,HH
2015-04-11 10:36,2015-04-11,10:36,-0.231,LL
2015-04-11 17:12,2015-04-11,17:12,8.060,H 
2015-04-11 22:48,2015-04-11,22:48,0.602,L 
2015-04-12 05:12,2015-04-12,05:12,9.228,HH
2015-04-12 11:30,2015-04-12,11:30,-0.490,LL
2015-04-12 18:06,2015-04-12,18:06,8.509,H 
2015-04-13 00:06,2015-04-13,00:06,0.648,L 
2015-04-13 06:18,2015-04-13,06:18,9.385,HH
2015-04-13 12:36,2015-04-13,12:36,-0.224,LL
2015-04-13 19:00,2015-04-13,19:00,8.739,H 
2015-04-14 01:06,2015-04-14,01:06,0.291,L 
2015-04-14 07:24,2015-04-14,07:24,9.379,HH
2015-04-14 13:42,2015-04-14,13:42,-0.710,LL
2015-04-14 20:00,2015-04-14,20:00,9.044,H 
2015-04-15 02:12,2015-04-15,02:12,-0.215,L 
2015-04-15 08:30,2015-04-15,08:30,9.913,HH
2015-04-15 14:42,2015-04-15,14:42,-0.740,L 
2015-04-15 21:00,2015-04-15,21:00,9.723,H 
2015-04-16 03:06,2015-04-16,03:06,-0.861,LL
2015-04-16 09:24,2015-04-16,09:24,9.903,H 
2015-04-16 15:36,2015-04-16,15:36,-1.337,L 
2015-04-16 21:54,2015-04-16,21:54,10.442,HH
2015-04-17 04:00,2015-04-17,04:00,-1.422,LL
2015-04-17 10:30,2015-04-17,10:30,10.491,H 
2015-04-17 16:30,2015-04-17,16:30,-1.468,L 
2015-04-17 22:48,2015-04-17,22:48,11.035,HH
2015-04-18 05:00,2015-04-18,05:00,-1.534,LL
2015-04-18 11:12,2015-04-18,11:12,10.825,H 
2015-04-18 17:24,2015-04-18,17:24,-1.225,L 
2015-04-18 23:36,2015-04-18,23:36,11.498,HH
2015-04-19 06:00,2015-04-19,06:00,-1.819,LL
2015-04-19 12:00,2015-04-19,12:00,10.753,H 
2015-04-19 18:12,2015-04-19,18:12,-1.419,L 
2015-04-20 00:30,2015-04-20,00:30,11.347,HH
2015-04-20 06:48,2015-04-20,06:48,-1.999,LL
2015-04-20 13:00,2015-04-20,13:00,10.645,H 
2015-04-20 19:00,2015-04-20,19:00,-0.464,L 
2015-04-21 01:18,2015-04-21,01:18,12.184,HH
2015-04-21 07:36,2015-04-21,07:36,-0.707,LL
2015-04-21 13:42,2015-04-21,13:42,10.917,H 
2015-04-21 19:48,2015-04-21,19:48,0.015,L 
2015-04-22 02:00,2015-04-22,02:00,11.560,HH
2015-04-22 08:24,2015-04-22,08:24,-0.851,LL
2015-04-22 14:42,2015-04-22,14:42,10.373,H 
2015-04-22 20:36,2015-04-22,20:36,0.802,L 
2015-04-23 03:00,2015-04-23,03:00,11.318,HH
2015-04-23 09:18,2015-04-23,09:18,-0.303,LL
2015-04-23 15:42,2015-04-23,15:42,10.110,H 
2015-04-23 21:36,2015-04-23,21:36,1.157,L 
2015-04-24 03:48,2015-04-24,03:48,10.570,HH
2015-04-24 10:12,2015-04-24,10:12,0.179,LL
2015-04-24 16:30,2015-04-24,16:30,9.457,H 
2015-04-24 22:36,2015-04-24,22:36,1.327,L 
2015-04-25 04:48,2015-04-25,04:48,10.031,HH
2015-04-25 11:06,2015-04-25,11:06,0.743,LL
2015-04-25 17:30,2015-04-25,17:30,9.195,H 
2015-04-25 23:36,2015-04-25,23:36,1.829,L 
2015-04-26 05:48,2015-04-26,05:48,9.664,HH
2015-04-26 12:00,2015-04-26,12:00,1.203,LL
2015-04-26 18:24,2015-04-26,18:24,9.251,H 
2015-04-27 00:30,2015-04-27,00:30,1.977,L 
2015-04-27 06:54,2015-04-27,06:54,9.398,HH
2015-04-27 13:00,2015-04-27,13:00,1.390,LL
2015-04-27 19:12,2015-04-27,19:12,9.198,H 
2015-04-28 01:42,2015-04-28,01:42,2.111,L 
2015-04-28 07:42,2015-04-28,07:42,9.306,HH
2015-04-28 14:12,2015-04-28,14:12,1.557,LL
2015-04-28 20:12,2015-04-28,20:12,9.041,H 
2015-04-29 02:30,2015-04-29,02:30,1.734,L 
2015-04-29 08:30,2015-04-29,08:30,9.467,HH
2015-04-29 15:00,2015-04-29,15:00,1.682,LL
2015-04-29 21:06,2015-04-29,21:06,9.500,HH
2015-04-30 03:12,2015-04-30,03:12,1.144,LL
2015-04-30 09:36,2015-04-30,09:36,9.087,H 
2015-04-30 15:42,2015-04-30,15:42,1.334,L 
2015-04-30 21:54,2015-04-30,21:54,9.618,HH
2015-05-01 04:06,2015-05-01,04:06,0.930,LL
2015-05-01 10:24,2015-05-01,10:24,9.198,H 
2015-05-01 16:24,2015-05-01,16:24,1.117,L 
2015-05-01 22:36,2015-05-01,22:36,9.769,HH
2015-05-02 04:48,2015-05-02,04:48,0.599,LL
2015-05-02 11:00,2015-05-02,11:00,9.205,H 
2015-05-02 17:00,2015-05-02,17:00,0.917,L 
2015-05-02 23:12,2015-05-02,23:12,9.926,HH
2015-05-03 05:24,2015-05-03,05:24,0.291,LL
2015-05-03 11:42,2015-05-03,11:42,9.231,H 
2015-05-03 17:30,2015-05-03,17:30,0.625,L 
2015-05-03 23:48,2015-05-03,23:48,10.025,HH
2015-05-04 06:06,2015-05-04,06:06,-0.205,LL
